Timestamp,Voltage_mV
2025-04-27 11:20:40.511,1,75.0
2025-04-27 11:20:40.515,1,79.39
2025-04-27 11:20:40.519,1,83.46
2025-04-27 11:20:40.523,1,87.16
2025-04-27 11:20:40.527,1,90.45
2025-04-27 11:20:40.531,1,93.3
2025-04-27 11:20:40.535,1,95.68
2025-04-27 11:20:40.539,1,97.55
2025-04-27 11:20:40.543,1,98.91
2025-04-27 11:20:40.547,1,99.73
2025-04-27 11:20:40.551,1,100.0
2025-04-27 11:20:40.555,1,99.73
2025-04-27 11:20:40.559,1,98.91
2025-04-27 11:20:40.563,1,97.55
2025-04-27 11:20:40.567,1,95.68
2025-04-27 11:20:40.571,1,93.3
2025-04-27 11:20:40.575,1,90.45
2025-04-27 11:20:40.579,1,87.16
2025-04-27 11:20:40.583,1,83.46
2025-04-27 11:20:40.587,1,79.39
2025-04-27 11:20:40.591,1,75.0
2025-04-27 11:20:40.595,1,70.34
2025-04-27 11:20:40.599,1,65.45
2025-04-27 11:20:40.603,1,60.4
2025-04-27 11:20:40.607,1,55.23
2025-04-27 11:20:40.611,1,50.0
2025-04-27 11:20:40.615,1,44.77
2025-04-27 11:20:40.619,1,39.6
2025-04-27 11:20:40.623,1,34.55
2025-04-27 11:20:40.627,1,29.66
2025-04-27 11:20:40.631,1,25.0
2025-04-27 11:20:40.635,1,20.61
2025-04-27 11:20:40.639,1,16.54
2025-04-27 11:20:40.643,1,12.84
2025-04-27 11:20:40.647,1,9.55
2025-04-27 11:20:40.651,1,6.7
2025-04-27 11:20:40.655,1,4.32
2025-04-27 11:20:40.659,1,2.45
2025-04-27 11:20:40.663,1,1.09
2025-04-27 11:20:40.667,1,0.27
2025-04-27 11:20:40.671,1,0.0
2025-04-27 11:20:40.675,1,0.27
2025-04-27 11:20:40.679,1,1.09
2025-04-27 11:20:40.683,1,2.45
2025-04-27 11:20:40.687,1,4.32
2025-04-27 11:20:40.691,1,6.7
2025-04-27 11:20:40.695,1,9.55
2025-04-27 11:20:40.699,1,12.84
2025-04-27 11:20:40.703,1,16.54
2025-04-27 11:20:40.707,1,20.61
2025-04-27 11:20:40.711,1,25.0
2025-04-27 11:20:40.715,1,29.66
2025-04-27 11:20:40.719,1,34.55
2025-04-27 11:20:40.723,1,39.6
2025-04-27 11:20:40.727,1,44.77
2025-04-27 11:20:40.731,1,50.0
2025-04-27 11:20:40.735,1,55.23
2025-04-27 11:20:40.739,1,60.4
2025-04-27 11:20:40.743,1,65.45
2025-04-27 11:20:40.747,1,70.34
2025-04-27 11:20:40.751,1,75.0
2025-04-27 11:20:40.755,1,79.39
2025-04-27 11:20:40.759,1,83.46
2025-04-27 11:20:40.763,1,87.16
2025-04-27 11:20:40.767,1,90.45
2025-04-27 11:20:40.771,1,93.3
2025-04-27 11:20:40.775,1,95.68
2025-04-27 11:20:40.779,1,97.55
2025-04-27 11:20:40.783,1,98.91
2025-04-27 11:20:40.787,1,99.73
2025-04-27 11:20:40.791,1,100.0
2025-04-27 11:20:40.795,1,99.73
2025-04-27 11:20:40.799,1,98.91
2025-04-27 11:20:40.803,1,97.55
2025-04-27 11:20:40.807,1,95.68
2025-04-27 11:20:40.811,1,93.3
2025-04-27 11:20:40.815,1,90.45
2025-04-27 11:20:40.819,1,87.16
2025-04-27 11:20:40.823,1,83.46
2025-04-27 11:20:40.827,1,79.39
2025-04-27 11:20:40.831,1,75.0
2025-04-27 11:20:40.835,1,70.34
2025-04-27 11:20:40.839,1,65.45
2025-04-27 11:20:40.843,1,60.4
2025-04-27 11:20:40.847,1,55.23
2025-04-27 11:20:40.851,1,50.0
2025-04-27 11:20:40.855,1,44.77
2025-04-27 11:20:40.859,1,39.6
2025-04-27 11:20:40.863,1,34.55
2025-04-27 11:20:40.867,1,29.66
2025-04-27 11:20:40.871,1,25.0
2025-04-27 11:20:40.875,1,20.61
2025-04-27 11:20:40.879,1,16.54
2025-04-27 11:20:40.883,1,12.84
2025-04-27 11:20:40.887,1,9.55
2025-04-27 11:20:40.891,1,6.7
2025-04-27 11:20:40.895,1,4.32
2025-04-27 11:20:40.899,1,2.45
2025-04-27 11:20:40.903,1,1.09
2025-04-27 11:20:40.907,1,0.27
2025-04-27 11:20:40.911,1,0.0
2025-04-27 11:20:40.915,1,0.27
2025-04-27 11:20:40.919,1,1.09
2025-04-27 11:20:40.923,1,2.45
2025-04-27 11:20:40.927,1,4.32
2025-04-27 11:20:40.931,1,6.7
2025-04-27 11:20:40.935,1,9.55
2025-04-27 11:20:40.939,1,12.84
2025-04-27 11:20:40.943,1,16.54
2025-04-27 11:20:40.947,1,20.61
2025-04-27 11:20:40.951,1,25.0
2025-04-27 11:20:40.955,1,29.66
2025-04-27 11:20:40.959,1,34.55
2025-04-27 11:20:40.963,1,39.6
2025-04-27 11:20:40.967,1,44.77
2025-04-27 11:20:40.971,1,50.0
2025-04-27 11:20:40.975,1,55.23
2025-04-27 11:20:40.979,1,60.4
2025-04-27 11:20:40.983,1,65.45
2025-04-27 11:20:40.987,1,70.34
2025-04-27 11:20:40.991,1,75.0
2025-04-27 11:20:40.995,1,79.39
2025-04-27 11:20:40.999,1,83.46
2025-04-27 11:20:41.003,1,87.16
2025-04-27 11:20:41.007,1,90.45
2025-04-27 11:20:41.011,1,93.3
2025-04-27 11:20:41.015,1,95.68
2025-04-27 11:20:41.019,1,97.55
2025-04-27 11:20:41.023,1,98.91
2025-04-27 11:20:41.027,1,99.73
2025-04-27 11:20:41.031,1,100.0
2025-04-27 11:20:41.035,1,99.73
2025-04-27 11:20:41.039,1,98.91
2025-04-27 11:20:41.043,1,97.55
2025-04-27 11:20:41.047,1,95.68
2025-04-27 11:20:41.051,1,93.3
2025-04-27 11:20:41.055,1,90.45
2025-04-27 11:20:41.059,1,87.16
2025-04-27 11:20:41.063,1,83.46
2025-04-27 11:20:41.067,1,79.39
2025-04-27 11:20:41.071,1,75.0
2025-04-27 11:20:41.075,1,70.34
2025-04-27 11:20:41.079,1,65.45
2025-04-27 11:20:41.083,1,60.4
2025-04-27 11:20:41.087,1,55.23
2025-04-27 11:20:41.091,1,50.0
2025-04-27 11:20:41.095,1,44.77
2025-04-27 11:20:41.099,1,39.6
2025-04-27 11:20:41.103,1,34.55
2025-04-27 11:20:41.107,1,29.66
2025-04-27 11:20:41.111,1,25.0
2025-04-27 11:20:41.115,1,20.61
2025-04-27 11:20:41.119,1,16.54
2025-04-27 11:20:41.123,1,12.84
2025-04-27 11:20:41.127,1,9.55
2025-04-27 11:20:41.131,1,6.7
2025-04-27 11:20:41.135,1,4.32
2025-04-27 11:20:41.139,1,2.45
2025-04-27 11:20:41.143,1,1.09
2025-04-27 11:20:41.147,1,0.27
2025-04-27 11:20:41.151,1,0.0
2025-04-27 11:20:41.155,1,0.27
2025-04-27 11:20:41.159,1,1.09
2025-04-27 11:20:41.163,1,2.45
2025-04-27 11:20:41.167,1,4.32
2025-04-27 11:20:41.171,1,6.7
2025-04-27 11:20:41.175,1,9.55
2025-04-27 11:20:41.179,1,12.84
2025-04-27 11:20:41.183,1,16.54
2025-04-27 11:20:41.187,1,20.61
2025-04-27 11:20:41.191,1,25.0
2025-04-27 11:20:41.195,1,29.66
2025-04-27 11:20:41.199,1,34.55
2025-04-27 11:20:41.203,1,39.6
2025-04-27 11:20:41.207,1,44.77
2025-04-27 11:20:41.211,1,50.0
2025-04-27 11:20:41.215,1,55.23
2025-04-27 11:20:41.219,1,60.4
2025-04-27 11:20:41.223,1,65.45
2025-04-27 11:20:41.227,1,70.34
2025-04-27 11:20:41.231,1,75.0
2025-04-27 11:20:41.235,1,79.39
2025-04-27 11:20:41.239,1,83.46
2025-04-27 11:20:41.243,1,87.16
2025-04-27 11:20:41.247,1,90.45
2025-04-27 11:20:41.251,1,93.3
2025-04-27 11:20:41.255,1,95.68
2025-04-27 11:20:41.259,1,97.55
2025-04-27 11:20:41.263,1,98.91
2025-04-27 11:20:41.267,1,99.73
2025-04-27 11:20:41.271,1,100.0
2025-04-27 11:20:41.275,1,99.73
2025-04-27 11:20:41.279,1,98.91
2025-04-27 11:20:41.283,1,97.55
2025-04-27 11:20:41.287,1,95.68
2025-04-27 11:20:41.291,1,93.3
2025-04-27 11:20:41.295,1,90.45
2025-04-27 11:20:41.299,1,87.16
2025-04-27 11:20:41.303,1,83.46
2025-04-27 11:20:41.307,1,79.39
2025-04-27 11:20:41.311,1,75.0
2025-04-27 11:20:41.315,1,70.34
2025-04-27 11:20:41.319,1,65.45
2025-04-27 11:20:41.323,1,60.4
2025-04-27 11:20:41.327,1,55.23
2025-04-27 11:20:41.331,1,50.0
2025-04-27 11:20:41.335,1,44.77
2025-04-27 11:20:41.339,1,39.6
2025-04-27 11:20:41.343,1,34.55
2025-04-27 11:20:41.347,1,29.66
2025-04-27 11:20:41.351,1,25.0
2025-04-27 11:20:41.355,1,20.61
2025-04-27 11:20:41.359,1,16.54
2025-04-27 11:20:41.363,1,12.84
2025-04-27 11:20:41.367,1,9.55
2025-04-27 11:20:41.371,1,6.7
2025-04-27 11:20:41.375,1,4.32
2025-04-27 11:20:41.379,1,2.45
2025-04-27 11:20:41.383,1,1.09
2025-04-27 11:20:41.387,1,0.27
2025-04-27 11:20:41.391,1,0.0
2025-04-27 11:20:41.395,1,0.27
2025-04-27 11:20:41.399,1,1.09
2025-04-27 11:20:41.403,1,2.45
2025-04-27 11:20:41.407,1,4.32
2025-04-27 11:20:41.411,1,6.7
2025-04-27 11:20:41.415,1,9.55
2025-04-27 11:20:41.419,1,12.84
2025-04-27 11:20:41.423,1,16.54
2025-04-27 11:20:41.427,1,20.61
2025-04-27 11:20:41.431,1,25.0
2025-04-27 11:20:41.435,1,29.66
2025-04-27 11:20:41.439,1,34.55
2025-04-27 11:20:41.443,1,39.6
2025-04-27 11:20:41.447,1,44.77
2025-04-27 11:20:41.451,1,50.0
2025-04-27 11:20:41.455,1,55.23
2025-04-27 11:20:41.459,1,60.4
2025-04-27 11:20:41.463,1,65.45
2025-04-27 11:20:41.467,1,70.34
2025-04-27 11:20:41.471,1,75.0
2025-04-27 11:20:41.475,1,79.39
2025-04-27 11:20:41.479,1,83.46
2025-04-27 11:20:41.483,1,87.16
2025-04-27 11:20:41.487,1,90.45
2025-04-27 11:20:41.491,1,93.3
2025-04-27 11:20:41.495,1,95.68
2025-04-27 11:20:41.499,1,97.55
2025-04-27 11:20:41.503,1,98.91
2025-04-27 11:20:41.507,1,99.73
2025-04-27 11:20:41.511,1,100.0
2025-04-27 11:20:41.515,1,99.73
2025-04-27 11:20:41.519,1,98.91
2025-04-27 11:20:41.523,1,97.55
2025-04-27 11:20:41.527,1,95.68
2025-04-27 11:20:41.531,1,93.3
2025-04-27 11:20:41.535,1,90.45
2025-04-27 11:20:41.539,1,87.16
2025-04-27 11:20:41.543,1,83.46
2025-04-27 11:20:41.547,1,79.39
2025-04-27 11:20:41.551,1,75.0
2025-04-27 11:20:41.555,1,70.34
2025-04-27 11:20:41.559,1,65.45
2025-04-27 11:20:41.563,1,60.4
2025-04-27 11:20:41.567,1,55.23
2025-04-27 11:20:41.571,1,50.0
2025-04-27 11:20:41.575,1,44.77
2025-04-27 11:20:41.579,1,39.6
2025-04-27 11:20:41.583,1,34.55
2025-04-27 11:20:41.587,1,29.66
2025-04-27 11:20:41.591,1,25.0
2025-04-27 11:20:41.595,1,20.61
2025-04-27 11:20:41.599,1,16.54
2025-04-27 11:20:41.603,1,12.84
2025-04-27 11:20:41.607,1,9.55
2025-04-27 11:20:41.611,1,6.7
2025-04-27 11:20:41.615,1,4.32
2025-04-27 11:20:41.619,1,2.45
2025-04-27 11:20:41.623,1,1.09
2025-04-27 11:20:41.627,1,0.27
2025-04-27 11:20:41.631,1,0.0
2025-04-27 11:20:41.635,1,0.27
2025-04-27 11:20:41.639,1,1.09
2025-04-27 11:20:41.643,1,2.45
2025-04-27 11:20:41.647,1,4.32
2025-04-27 11:20:41.651,1,6.7
2025-04-27 11:20:41.655,1,9.55
2025-04-27 11:20:41.659,1,12.84
2025-04-27 11:20:41.663,1,16.54
2025-04-27 11:20:41.667,1,20.61
2025-04-27 11:20:41.671,1,25.0
2025-04-27 11:20:41.675,1,29.66
2025-04-27 11:20:41.679,1,34.55
2025-04-27 11:20:41.683,1,39.6
2025-04-27 11:20:41.687,1,44.77
2025-04-27 11:20:41.691,1,50.0
2025-04-27 11:20:41.695,1,55.23
2025-04-27 11:20:41.699,1,60.4
2025-04-27 11:20:41.703,1,65.45
2025-04-27 11:20:41.707,1,70.34
2025-04-27 11:20:41.711,1,75.0
2025-04-27 11:20:41.715,1,79.39
2025-04-27 11:20:41.719,1,83.46
2025-04-27 11:20:41.723,1,87.16
2025-04-27 11:20:41.727,1,90.45
2025-04-27 11:20:41.731,1,93.3
2025-04-27 11:20:41.735,1,95.68
2025-04-27 11:20:41.739,1,97.55
2025-04-27 11:20:41.743,1,98.91
2025-04-27 11:20:41.747,1,99.73
2025-04-27 11:20:41.751,1,100.0
2025-04-27 11:20:41.755,1,99.73
2025-04-27 11:20:41.759,1,98.91
2025-04-27 11:20:41.763,1,97.55
2025-04-27 11:20:41.767,1,95.68
2025-04-27 11:20:41.771,1,93.3
2025-04-27 11:20:41.775,1,90.45
2025-04-27 11:20:41.779,1,87.16
2025-04-27 11:20:41.783,1,83.46
2025-04-27 11:20:41.787,1,79.39
2025-04-27 11:20:41.791,1,75.0
2025-04-27 11:20:41.795,1,70.34
2025-04-27 11:20:41.799,1,65.45
2025-04-27 11:20:41.803,1,60.4
2025-04-27 11:20:41.807,1,55.23
2025-04-27 11:20:41.811,1,50.0
2025-04-27 11:20:41.815,1,44.77
2025-04-27 11:20:41.819,1,39.6
2025-04-27 11:20:41.823,1,34.55
2025-04-27 11:20:41.827,1,29.66
2025-04-27 11:20:41.831,1,25.0
2025-04-27 11:20:41.835,1,20.61
2025-04-27 11:20:41.839,1,16.54
2025-04-27 11:20:41.843,1,12.84
2025-04-27 11:20:41.847,1,9.55
2025-04-27 11:20:41.851,1,6.7
2025-04-27 11:20:41.855,1,4.32
2025-04-27 11:20:41.859,1,2.45
2025-04-27 11:20:41.863,1,1.09
2025-04-27 11:20:41.867,1,0.27
2025-04-27 11:20:41.871,1,0.0
2025-04-27 11:20:41.875,1,0.27
2025-04-27 11:20:41.879,1,1.09
2025-04-27 11:20:41.883,1,2.45
2025-04-27 11:20:41.887,1,4.32
2025-04-27 11:20:41.891,1,6.7
2025-04-27 11:20:41.895,1,9.55
2025-04-27 11:20:41.899,1,12.84
2025-04-27 11:20:41.903,1,16.54
2025-04-27 11:20:41.907,1,20.61
2025-04-27 11:20:41.911,1,25.0
2025-04-27 11:20:41.915,1,29.66
2025-04-27 11:20:41.919,1,34.55
2025-04-27 11:20:41.923,1,39.6
2025-04-27 11:20:41.927,1,44.77
2025-04-27 11:20:41.931,1,50.0
2025-04-27 11:20:41.935,1,55.23
2025-04-27 11:20:41.939,1,60.4
2025-04-27 11:20:41.943,1,65.45
2025-04-27 11:20:41.947,1,70.34
2025-04-27 11:20:41.951,1,75.0
2025-04-27 11:20:41.955,1,79.39
2025-04-27 11:20:41.959,1,83.46
2025-04-27 11:20:41.963,1,87.16
2025-04-27 11:20:41.967,1,90.45
2025-04-27 11:20:41.971,1,93.3
2025-04-27 11:20:41.975,1,95.68
2025-04-27 11:20:41.979,1,97.55
2025-04-27 11:20:41.983,1,98.91
2025-04-27 11:20:41.987,1,99.73
2025-04-27 11:20:41.991,1,100.0
2025-04-27 11:20:41.995,1,99.73
2025-04-27 11:20:41.999,1,98.91
2025-04-27 11:20:42.003,1,97.55
2025-04-27 11:20:42.007,1,95.68
2025-04-27 11:20:42.011,1,93.3
2025-04-27 11:20:42.015,1,90.45
2025-04-27 11:20:42.019,1,87.16
2025-04-27 11:20:42.023,1,83.46
2025-04-27 11:20:42.027,1,79.39
2025-04-27 11:20:42.031,1,75.0
2025-04-27 11:20:42.035,1,70.34
2025-04-27 11:20:42.039,1,65.45
2025-04-27 11:20:42.043,1,60.4
2025-04-27 11:20:42.047,1,55.23
2025-04-27 11:20:42.051,1,50.0
2025-04-27 11:20:42.055,1,44.77
2025-04-27 11:20:42.059,1,39.6
2025-04-27 11:20:42.063,1,34.55
2025-04-27 11:20:42.067,1,29.66
2025-04-27 11:20:42.071,1,25.0
2025-04-27 11:20:42.075,1,20.61
2025-04-27 11:20:42.079,1,16.54
2025-04-27 11:20:42.083,1,12.84
2025-04-27 11:20:42.087,1,9.55
2025-04-27 11:20:42.091,1,6.7
2025-04-27 11:20:42.095,1,4.32
2025-04-27 11:20:42.099,1,2.45
2025-04-27 11:20:42.103,1,1.09
2025-04-27 11:20:42.107,1,0.27
2025-04-27 11:20:42.111,1,0.0
2025-04-27 11:20:42.115,1,0.27
2025-04-27 11:20:42.119,1,1.09
2025-04-27 11:20:42.123,1,2.45
2025-04-27 11:20:42.127,1,4.32
2025-04-27 11:20:42.131,1,6.7
2025-04-27 11:20:42.135,1,9.55
2025-04-27 11:20:42.139,1,12.84
2025-04-27 11:20:42.143,1,16.54
2025-04-27 11:20:42.147,1,20.61
2025-04-27 11:20:42.151,1,25.0
2025-04-27 11:20:42.155,1,29.66
2025-04-27 11:20:42.159,1,34.55
2025-04-27 11:20:42.163,1,39.6
2025-04-27 11:20:42.167,1,44.77
2025-04-27 11:20:42.171,1,50.0
2025-04-27 11:20:42.175,1,55.23
2025-04-27 11:20:42.179,1,60.4
2025-04-27 11:20:42.183,1,65.45
2025-04-27 11:20:42.187,1,70.34
2025-04-27 11:20:42.191,1,75.0
2025-04-27 11:20:42.195,1,79.39
2025-04-27 11:20:42.199,1,83.46
2025-04-27 11:20:42.203,1,87.16
2025-04-27 11:20:42.207,1,90.45
2025-04-27 11:20:42.211,1,93.3
2025-04-27 11:20:42.215,1,95.68
2025-04-27 11:20:42.219,1,97.55
2025-04-27 11:20:42.223,1,98.91
2025-04-27 11:20:42.227,1,99.73
2025-04-27 11:20:42.231,1,100.0
2025-04-27 11:20:42.235,1,99.73
2025-04-27 11:20:42.239,1,98.91
2025-04-27 11:20:42.243,1,97.55
2025-04-27 11:20:42.247,1,95.68
2025-04-27 11:20:42.251,1,93.3
2025-04-27 11:20:42.255,1,90.45
2025-04-27 11:20:42.259,1,87.16
2025-04-27 11:20:42.263,1,83.46
2025-04-27 11:20:42.267,1,79.39
2025-04-27 11:20:42.271,1,75.0
2025-04-27 11:20:42.275,1,70.34
2025-04-27 11:20:42.279,1,65.45
2025-04-27 11:20:42.283,1,60.4
2025-04-27 11:20:42.287,1,55.23
2025-04-27 11:20:42.291,1,50.0
2025-04-27 11:20:42.295,1,44.77
2025-04-27 11:20:42.299,1,39.6
2025-04-27 11:20:42.303,1,34.55
2025-04-27 11:20:42.307,1,29.66
2025-04-27 11:20:42.311,1,25.0
2025-04-27 11:20:42.315,1,20.61
2025-04-27 11:20:42.319,1,16.54
2025-04-27 11:20:42.323,1,12.84
2025-04-27 11:20:42.327,1,9.55
2025-04-27 11:20:42.331,1,6.7
2025-04-27 11:20:42.335,1,4.32
2025-04-27 11:20:42.339,1,2.45
2025-04-27 11:20:42.343,1,1.09
2025-04-27 11:20:42.347,1,0.27
2025-04-27 11:20:42.351,1,0.0
2025-04-27 11:20:42.355,1,0.27
2025-04-27 11:20:42.359,1,1.09
2025-04-27 11:20:42.363,1,2.45
2025-04-27 11:20:42.367,1,4.32
2025-04-27 11:20:42.371,1,6.7
2025-04-27 11:20:42.375,1,9.55
2025-04-27 11:20:42.379,1,12.84
2025-04-27 11:20:42.383,1,16.54
2025-04-27 11:20:42.387,1,20.61
2025-04-27 11:20:42.391,1,25.0
2025-04-27 11:20:42.395,1,29.66
2025-04-27 11:20:42.399,1,34.55
2025-04-27 11:20:42.403,1,39.6
2025-04-27 11:20:42.407,1,44.77
2025-04-27 11:20:42.411,1,50.0
2025-04-27 11:20:42.415,1,55.23
2025-04-27 11:20:42.419,1,60.4
2025-04-27 11:20:42.423,1,65.45
2025-04-27 11:20:42.427,1,70.34
2025-04-27 11:20:42.431,1,75.0
2025-04-27 11:20:42.435,1,79.39
2025-04-27 11:20:42.439,1,83.46
2025-04-27 11:20:42.443,1,87.16
2025-04-27 11:20:42.447,1,90.45
2025-04-27 11:20:42.451,1,93.3
2025-04-27 11:20:42.455,1,95.68
2025-04-27 11:20:42.459,1,97.55
2025-04-27 11:20:42.463,1,98.91
2025-04-27 11:20:42.467,1,99.73
2025-04-27 11:20:42.471,1,100.0
2025-04-27 11:20:42.475,1,99.73
2025-04-27 11:20:42.479,1,98.91
2025-04-27 11:20:42.483,1,97.55
2025-04-27 11:20:42.487,1,95.68
2025-04-27 11:20:42.491,1,93.3
2025-04-27 11:20:42.495,1,90.45
2025-04-27 11:20:42.499,1,87.16
2025-04-27 11:20:42.503,1,83.46
2025-04-27 11:20:42.507,1,79.39
2025-04-27 11:20:42.511,1,75.0
2025-04-27 11:20:42.515,1,70.34
2025-04-27 11:20:42.519,1,65.45
2025-04-27 11:20:42.523,1,60.4
2025-04-27 11:20:42.527,1,55.23
2025-04-27 11:20:42.531,1,50.0
2025-04-27 11:20:42.535,1,44.77
2025-04-27 11:20:42.539,1,39.6
2025-04-27 11:20:42.543,1,34.55
2025-04-27 11:20:42.547,1,29.66
2025-04-27 11:20:42.551,1,25.0
2025-04-27 11:20:42.555,1,20.61
2025-04-27 11:20:42.559,1,16.54
2025-04-27 11:20:42.563,1,12.84
2025-04-27 11:20:42.567,1,9.55
2025-04-27 11:20:42.571,1,6.7
2025-04-27 11:20:42.575,1,4.32
2025-04-27 11:20:42.579,1,2.45
2025-04-27 11:20:42.583,1,1.09
2025-04-27 11:20:42.587,1,0.27
2025-04-27 11:20:42.591,1,0.0
2025-04-27 11:20:42.595,1,0.27
2025-04-27 11:20:42.599,1,1.09
2025-04-27 11:20:42.603,1,2.45
2025-04-27 11:20:42.607,1,4.32
2025-04-27 11:20:42.611,1,6.7
2025-04-27 11:20:42.615,1,9.55
2025-04-27 11:20:42.619,1,12.84
2025-04-27 11:20:42.623,1,16.54
2025-04-27 11:20:42.627,1,20.61
2025-04-27 11:20:42.631,1,25.0
2025-04-27 11:20:42.635,1,29.66
2025-04-27 11:20:42.639,1,34.55
2025-04-27 11:20:42.643,1,39.6
2025-04-27 11:20:42.647,1,44.77
2025-04-27 11:20:42.651,1,50.0
2025-04-27 11:20:42.655,1,55.23
2025-04-27 11:20:42.659,1,60.4
2025-04-27 11:20:42.663,1,65.45
2025-04-27 11:20:42.667,1,70.34
2025-04-27 11:20:42.671,1,75.0
2025-04-27 11:20:42.675,1,79.39
2025-04-27 11:20:42.679,1,83.46
2025-04-27 11:20:42.683,1,87.16
2025-04-27 11:20:42.687,1,90.45
2025-04-27 11:20:42.691,1,93.3
2025-04-27 11:20:42.695,1,95.68
2025-04-27 11:20:42.699,1,97.55
2025-04-27 11:20:42.703,1,98.91
2025-04-27 11:20:42.707,1,99.73
2025-04-27 11:20:42.711,1,100.0
2025-04-27 11:20:42.715,1,99.73
2025-04-27 11:20:42.719,1,98.91
2025-04-27 11:20:42.723,1,97.55
2025-04-27 11:20:42.727,1,95.68
2025-04-27 11:20:42.731,1,93.3
2025-04-27 11:20:42.735,1,90.45
2025-04-27 11:20:42.739,1,87.16
2025-04-27 11:20:42.743,1,83.46
2025-04-27 11:20:42.747,1,79.39
2025-04-27 11:20:42.751,1,75.0
2025-04-27 11:20:42.755,1,70.34
2025-04-27 11:20:42.759,1,65.45
2025-04-27 11:20:42.763,1,60.4
2025-04-27 11:20:42.767,1,55.23
2025-04-27 11:20:42.771,1,50.0
2025-04-27 11:20:42.775,1,44.77
2025-04-27 11:20:42.779,1,39.6
2025-04-27 11:20:42.783,1,34.55
2025-04-27 11:20:42.787,1,29.66
2025-04-27 11:20:42.791,1,25.0
2025-04-27 11:20:42.795,1,20.61
2025-04-27 11:20:42.799,1,16.54
2025-04-27 11:20:42.803,1,12.84
2025-04-27 11:20:42.807,1,9.55
2025-04-27 11:20:42.811,1,6.7
2025-04-27 11:20:42.815,1,4.32
2025-04-27 11:20:42.819,1,2.45
2025-04-27 11:20:42.823,1,1.09
2025-04-27 11:20:42.827,1,0.27
2025-04-27 11:20:42.831,1,0.0
2025-04-27 11:20:42.835,1,0.27
2025-04-27 11:20:42.839,1,1.09
2025-04-27 11:20:42.843,1,2.45
2025-04-27 11:20:42.847,1,4.32
2025-04-27 11:20:42.851,1,6.7
2025-04-27 11:20:42.855,1,9.55
2025-04-27 11:20:42.859,1,12.84
2025-04-27 11:20:42.863,1,16.54
2025-04-27 11:20:42.867,1,20.61
2025-04-27 11:20:42.871,1,25.0
2025-04-27 11:20:42.875,1,29.66
2025-04-27 11:20:42.879,1,34.55
2025-04-27 11:20:42.883,1,39.6
2025-04-27 11:20:42.887,1,44.77
2025-04-27 11:20:42.891,1,50.0
2025-04-27 11:20:42.895,1,55.23
2025-04-27 11:20:42.899,1,60.4
2025-04-27 11:20:42.903,1,65.45
2025-04-27 11:20:42.907,1,70.34
2025-04-27 11:20:42.911,1,75.0
2025-04-27 11:20:42.915,1,79.39
2025-04-27 11:20:42.919,1,83.46
2025-04-27 11:20:42.923,1,87.16
2025-04-27 11:20:42.927,1,90.45
2025-04-27 11:20:42.931,1,93.3
2025-04-27 11:20:42.935,1,95.68
2025-04-27 11:20:42.939,1,97.55
2025-04-27 11:20:42.943,1,98.91
2025-04-27 11:20:42.947,1,99.73
2025-04-27 11:20:42.951,1,100.0
2025-04-27 11:20:42.955,1,99.73
2025-04-27 11:20:42.959,1,98.91
2025-04-27 11:20:42.963,1,97.55
2025-04-27 11:20:42.967,1,95.68
2025-04-27 11:20:42.971,1,93.3
2025-04-27 11:20:42.975,1,90.45
2025-04-27 11:20:42.979,1,87.16
2025-04-27 11:20:42.983,1,83.46
2025-04-27 11:20:42.987,1,79.39
2025-04-27 11:20:42.991,1,75.0
2025-04-27 11:20:42.995,1,70.34
2025-04-27 11:20:42.999,1,65.45
2025-04-27 11:20:43.003,1,60.4
2025-04-27 11:20:43.007,1,55.23
2025-04-27 11:20:43.011,1,50.0
2025-04-27 11:20:43.015,1,44.77
2025-04-27 11:20:43.019,1,39.6
2025-04-27 11:20:43.023,1,34.55
2025-04-27 11:20:43.027,1,29.66
2025-04-27 11:20:43.031,1,25.0
2025-04-27 11:20:43.035,1,20.61
2025-04-27 11:20:43.039,1,16.54
2025-04-27 11:20:43.043,1,12.84
2025-04-27 11:20:43.047,1,9.55
2025-04-27 11:20:43.051,1,6.7
2025-04-27 11:20:43.055,1,4.32
2025-04-27 11:20:43.059,1,2.45
2025-04-27 11:20:43.063,1,1.09
2025-04-27 11:20:43.067,1,0.27
2025-04-27 11:20:43.071,1,0.0
2025-04-27 11:20:43.075,1,0.27
2025-04-27 11:20:43.079,1,1.09
2025-04-27 11:20:43.083,1,2.45
2025-04-27 11:20:43.087,1,4.32
2025-04-27 11:20:43.091,1,6.7
2025-04-27 11:20:43.095,1,9.55
2025-04-27 11:20:43.099,1,12.84
2025-04-27 11:20:43.103,1,16.54
2025-04-27 11:20:43.107,1,20.61
2025-04-27 11:20:43.111,1,25.0
2025-04-27 11:20:43.115,1,29.66
2025-04-27 11:20:43.119,1,34.55
2025-04-27 11:20:43.123,1,39.6
2025-04-27 11:20:43.127,1,44.77
2025-04-27 11:20:43.131,1,50.0
2025-04-27 11:20:43.135,1,55.23
2025-04-27 11:20:43.139,1,60.4
2025-04-27 11:20:43.144,1,65.45
2025-04-27 11:20:43.147,1,70.34
2025-04-27 11:20:43.151,1,75.0
2025-04-27 11:20:43.155,1,79.39
2025-04-27 11:20:43.159,1,83.46
2025-04-27 11:20:43.163,1,87.16
2025-04-27 11:20:43.167,1,90.45
2025-04-27 11:20:43.171,1,93.3
